ImageID,PersonX,PersonY,Orientation
0,2.2643261560935874,-0.07577340901910962,-2.8325557129990697
1,1.9868816148947392,-0.0871872070997756,2.24431679095681
2,2.290439291589207,-0.11870955047864837,-2.527981353847297
3,2.2871560641309063,-0.17507592710047912,-2.3398016018811343
4,2.3074216165530186,-0.17756369250747403,-2.403532129417432
6,2.319066948500917,-0.17388086795291022,-2.1694049745426867
7,2.3154833772059105,-0.16778921721259452,-2.3476493093379633
8,2.3194783116460753,-0.16789244144678978,-2.4142226325963327
9,2.3756104664448974,-0.15831171307757996,-2.384320580553025
10,2.363062479831791,-0.15592753825026487,-2.387556926995991
13,2.3600723835468247,-0.15507573887758605,-2.2573523397612405
14,2.3543744400479256,-0.15681077745456865,-2.277502113202738
17,1.8951968455539148,-0.11830783285943315,2.460428502098768
19,2.348066275438287,-0.16397582528319968,-2.260377316968621
20,3.8215223303007844,-0.11846548310160963,-2.415104339918115
23,1.90573975557668,-0.12710604845773313,2.8729878073147113
26,4.041555674340439,-0.08264175533784088,-2.5113812802404754
27,2.3565302866494675,-0.1309860657632437,-2.68248859172524
30,1.93995994931388,-0.09336204713400854,2.8002660991543493
32,2.347119212964249,-0.12080188655286375,-2.467066190007942
33,2.342594156130819,-0.14876879755876193,-2.4913503577823906
34,2.3419919292619444,-0.14902345232364098,-2.4955806467628157
36,2.358106072992441,-0.1491572116945844,-2.469200644132915
37,2.370581881796985,-0.14477784082960096,-2.4832605730550927
40,2.3473986099468664,-0.15205826077475768,-2.3951774388419755
43,2.338637811962824,-0.1522101609958245,-2.4935571192236563
44,2.33590657557064,-0.14132882780576894,-2.4823889401377337
46,1.952170140412111,-0.1106394281757742,2.806803887763791
49,2.3538705151079893,-0.15050450541077937,-2.6612689449279765
53,1.923986647262126,-0.10959659494180875,2.9705172147042562
55,2.3260777011249063,-0.15214302969761193,-2.4463548402865163
56,2.325445415736285,-0.1530170669756444,-2.4605980903235896
59,2.3249603280559774,-0.15303772009739272,-2.4806447440536403
60,2.331361611133833,-0.15281873362684487,-2.4984902602702115
63,1.8020925278669386,-0.11994062810238615,2.8175417016991897
65,2.0365774700910384,-0.11928105582947214,2.143861633497097
66,2.0467439162706182,0.06944374726306496,-2.5756811812265488
69,1.5922575557490986,0.06327491025093214,2.6714928943727383
71,1.5328802771961112,0.08793716549539954,nan
72,1.8822419721609744,0.4404426204607558,2.6538648950957135
75,1.335955191881513,0.3039885870738133,2.5845370273556654
76,1.3152516582250988,0.21637626587638473,2.4948372457351353
77,1.1461014247513608,0.2609413606791437,2.688581474716319
ImageID,PersonX,PersonY,Orientation
0,2.3690909005887857,-0.19711689291095807,-2.376823413233701
1,2.4058840088014724,-0.20366892991466437,-2.492255819810226
2,2.3993967983104123,-0.20492960007047034,-2.4689274266181083
3,2.4026077298226793,-0.13539587370233233,-2.478975467098179
4,2.3920677119769067,-0.11673510690188353,-2.472035838058411
5,2.395101206234399,-0.11574604020051898,-2.4520367652207127
6,2.367558310106355,-0.1149648406062001,-2.3409583635844182
7,2.4057919001491714,-0.11708211843236944,-2.3484125151125355
8,2.376009759818036,-0.11850075290072004,-2.326289689328852
9,2.3643528301746124,-0.119690800194635,-2.477835598207501
10,2.35693718942254,-0.12200794717140172,-2.555975264854468
11,1.9274107173364623,-0.0980276389694032,2.7161445497383805
12,2.350547803862191,-0.13024142521705884,-2.64400261348549
13,1.9115557795599685,-0.10888596877888157,2.8632918398153198
14,2.3768928174337023,-0.14084297422140604,-2.558786700873819
15,2.376054509704715,-0.1401213805099885,-2.559374060569149
16,1.9235769757278254,-0.11446126040861969,2.91703364210358
17,2.353518423275326,-0.136387002563345,-2.514785712850419
18,2.3612300941816105,-0.12734286506808884,-2.5054226004121647
19,2.367985568518235,-0.13482934347744216,-2.5027756482397354
20,2.373310678540538,-0.1361546629087475,-2.541534118370434
21,2.3680266462905424,-0.13747194003789978,-2.4101185721318776
22,2.3392485454303618,-0.1328579313831888,-2.3199453752534698
23,2.365223232450638,-0.13207970240715675,-2.327897336980902
24,2.3809413449936323,-0.13021177641881349,-2.5481776042774666
25,2.37650577250821,-0.1250548603020176,-2.489700531583498
26,2.3847577463337983,-0.12528665345433695,-2.5304577118559166
27,2.3647502777802747,-0.1177606477477982,-2.351311663915898
28,1.8940419881640544,-0.0927965098953214,2.532362885598344
29,2.3391394926632385,-0.10385451095064652,-2.3212317612342948
30,2.351313608884665,-0.10646194923871392,-2.3123386582938843
31,1.9014044241905588,-0.07729692912841085,2.4295507126518405
32,2.356627830389279,-0.10355126067482175,-2.410786315336325
33,2.3584003928380484,-0.10602500275745046,-2.3035513271647132
34,1.909713157819934,-0.08326926535490763,2.387365730142294
35,2.3427956973383517,-0.10524830423637728,-2.4699499856773035
36,2.3445283520414706,-0.10369895864694657,-2.495200550690772
37,1.8918653080618768,-0.08196995318961714,2.3709602494304836
38,2.326113860819113,-0.09306174658243883,-2.623176003305355
39,1.8223685193625236,-0.07108995260230383,2.3985999236401607
40,2.0199194535101217,-0.0653083108147809,1.9518371273402173
41,2.01012551377239,-0.026402457912721396,1.94208240278354
42,1.7884737179687802,0.1845153806833123,1.9809008275852116
43,1.2286468001976922,0.28698451586910173,2.8252156016564207
43,4.5567398612943695,2.2655951730313526,None
44,1.0732310336745807,0.277150984371868,2.128619352800115
